Client,Count_CA,Count_SA,Count_MF,Count_OVD,Count_CC,Count_CL,ActBal_CA,ActBal_SA,ActBal_MF,ActBal_OVD,ActBal_CC,ActBal_CL
938,1,1.0,2.0,,,,7.576785714285714,52743.09071428572,0.0,,,
939,1,,,,,,2181.302142857143,,,,,
940,1,,,,,,0.0,,,,,
941,1,,,,,,4466.422142857143,,,,,
942,1,2.0,3.0,,,,2841.414285714286,27797.979642857146,0.0,,,
943,1,,,,1.0,,446.3989285714286,,,,1.1785714285714286,
944,1,,,,,,764.6896428571429,,,,,
945,1,,,,,,411.00821428571425,,,,,
946,1,1.0,1.0,,1.0,,9830.705357142857,1796.0335714285716,1131.907857142857,,2.357142857142857,
947,1,,,,,,1313.1657142857143,,,,,
948,1,,,,,3.0,2574.7775,,,,,13012.385714285714
949,1,1.0,,1.0,1.0,,693.7617857142858,516.1596428571428,,0.0,523.8107142857143,
950,1,,,,,,41.46035714285715,,,,,
951,2,1.0,,1.0,1.0,,338.36499999999995,93895.68785714285,,0.0,30.345,
952,1,,,,,1.0,72.4042857142857,,,,,1447.7096428571429
953,1,1.0,,,,,1507.6957142857143,1508.5532142857141,,,,
954,1,1.0,,,,,32.559285714285714,1460.8,,,,
955,1,,,,,,3131.2239285714286,,,,,
956,2,,,1.0,,,3611.397857142857,,,0.0,,
957,1,2.0,,1.0,,,125.80642857142857,5069.315714285714,,664.3207142857143,,
958,1,,,,1.0,,648.5142857142857,,,,511.93642857142856,
959,1,,,,,,186.0989285714286,,,,,
960,1,,,,,,515.3353571428571,,,,,
961,1,,,,,,251.33607142857142,,,,,
962,1,,,,,,1783.9614285714285,,,,,
963,1,1.0,1.0,,,,10607.822857142857,87931.59892857143,4991.413571428571,,,
964,1,,,1.0,,,2445.9664285714284,,,345.0017857142857,,
965,4,,,1.0,1.0,,319.0475,,,0.0,1.1785714285714286,
966,1,,,,,,476.2132142857143,,,,,
967,1,,,,,,886.8014285714286,,,,,
968,1,,,1.0,,,158.03892857142858,,,0.0,,
969,1,,,,,,10820.708571428573,,,,,
970,1,1.0,10.0,,,,30.576428571428572,12347.847142857141,0.0,,,
971,1,,,,,,28.571428571428573,,,,,
972,1,1.0,,,,,2780.945357142857,3422.092142857143,,,,
973,1,,,,,,1633.8282142857145,,,,,
974,1,,,,,,6298.261428571429,,,,,
975,2,,,,,,85.04535714285714,,,,,
976,1,1.0,3.0,,,,16.882142857142856,1866.0357142857142,9412.839285714286,,,
977,1,,,,,,2639.308571428571,,,,,
978,1,1.0,3.0,,,,139.83892857142857,37869.08535714285,0.0,,,
979,1,1.0,,,,,18896.312857142857,1025.0135714285714,,,,
980,1,,,,,,97.62857142857142,,,,,
981,1,,,,,,2754.4928571428572,,,,,
982,1,,,,,,1813.5207142857143,,,,,
983,1,1.0,2.0,,,,462.22178571428566,1053.04,0.0,,,
984,1,,,,,,1049.024642857143,,,,,
985,1,,,1.0,,,58.1,,,164.67535714285714,,
986,1,,,1.0,1.0,,469.3117857142857,,,0.0,247.36999999999998,
987,1,,,,,,21.125,,,,,
988,1,,,,,,705.8725000000001,,,,,
989,3,,,,,,778.1028571428571,,,,,
990,1,1.0,,,,,181.4857142857143,22492.738214285717,,,,
991,1,,,,,,37.658928571428575,,,,,
992,1,,,,,,1795.1217857142858,,,,,
993,1,1.0,3.0,,,,2.045,5401.167142857143,0.0,,,
994,1,,,,,2.0,2314.6135714285715,,,,,515.4564285714285
995,1,,,,,,292.9007142857143,,,,,
996,1,,,,,,5689.675357142857,,,,,
997,1,2.0,,,,,273.68607142857144,9222.918571428572,,,,
998,1,,,1.0,1.0,,2435.4757142857147,,,0.0,242.6239285714286,
999,1,,,,,,26.30392857142857,,,,,
1000,1,,,,,,55934.02035714286,,,,,
1001,1,,,1.0,,,714.4475,,,529.8546428571428,,
1002,1,,,1.0,1.0,,115.02285714285713,,,0.0,0.0,
1003,1,,,,,,3465.5371428571425,,,,,
1004,1,,,,,,2107.8367857142857,,,,,
1005,1,,,1.0,1.0,1.0,16.228928571428572,,,0.0,2.357142857142857,983.1507142857143
1006,1,,,,,,0.0,,,,,
1007,1,1.0,4.0,,,,46.14892857142858,0.0007142857142857143,0.0,,,
1008,1,2.0,4.0,,,,201.5717857142857,5440.297142857143,0.0,,,
1009,1,1.0,,,,,73.96714285714286,0.37857142857142856,,,,
1010,1,,,,,,4700.144285714286,,,,,
1011,1,,,,,,358.84464285714284,,,,,
1012,1,,,,,,2.7375000000000003,,,,,
1013,1,,,,,,443.1457142857143,,,,,
1014,1,,,,,,10020.610357142858,,,,,
1015,1,1.0,,,,,794.4564285714285,1951.595357142857,,,,
1016,1,,,1.0,,1.0,947.1507142857143,,,0.0,,384.91249999999997
1017,1,,,,,,903.6382142857143,,,,,
1018,1,,,,,1.0,1400.9367857142859,,,,,1278.5925
1019,1,,,,,,337.4732142857143,,,,,
1020,1,,,,,,240.9632142857143,,,,,
1021,1,,,,,,2537.3210714285715,,,,,
1022,1,,,,1.0,,375.5846428571429,,,,1055.2010714285714,
1023,1,,,,,,2916.7925,,,,,
1024,1,,,,,,193.04,,,,,
1025,1,,,1.0,,2.0,5558.475357142857,,,707.3932142857142,,10121.470714285713
1026,1,,,,,,389.0253571428571,,,,,
1027,1,,,,,,5265.1167857142855,,,,,
1028,1,,,,,,307.8357142857143,,,,,
1029,1,,,1.0,,,2.914285714285714,,,924.8914285714285,,
1030,2,1.0,,,,,8055.420357142857,37569.466785714285,,,,
1031,1,,,,,1.0,173.26392857142858,,,,,2529.5685714285714
1032,1,,,,,,1114.8675,,,,,
1033,1,1.0,3.0,,,,193.5725,10743.74142857143,0.0,,,
1034,1,,,,,,158.76892857142857,,,,,
1035,3,1.0,1.0,,,,104.60178571428571,4644.8207142857145,15094.395,,,
1036,1,1.0,,,,,819.3517857142857,32160.165714285715,,,,
1037,1,,,1.0,1.0,,3203.4564285714287,,,0.0,0.7142857142857143,
1038,1,,,,,,27.035714285714285,,,,,
1039,1,,,1.0,,,2.1089285714285713,,,0.0,,
1040,1,1.0,4.0,,,,3135.429642857143,15743.120357142858,3678.5714285714284,,,
1041,1,,1.0,1.0,1.0,,22.291071428571428,,178571.42857142858,0.0,30.928571428571427,
1042,1,,,1.0,,,13648.459642857142,,,0.0,,
1043,1,,,1.0,,1.0,658.5878571428572,,,0.0,,5781.347500000001
1044,1,2.0,1.0,,,,84.14428571428572,69302.39285714286,45697.57214285714,,,
1045,1,,,1.0,,,469.4325,,,0.0,,
1046,1,,,,,,5942.160000000001,,,,,
1047,1,1.0,2.0,,,,10.63892857142857,3286.098214285714,8152.386428571429,,,
1048,1,,,1.0,,,1911.4914285714287,,,0.0,,
1049,1,,,,,,329.0610714285714,,,,,
1050,1,,5.0,,,,113.80964285714286,,2880.867142857143,,,
1051,1,,,1.0,1.0,1.0,0.0,,,0.0,156.4192857142857,310.2007142857143
1052,1,,,,,,1.2785714285714285,,,,,
1053,1,,,,,,107.14285714285714,,,,,
1054,1,,,,,,1098.0239285714285,,,,,
1055,1,,,,,,838.6396428571428,,,,,
1056,1,,,,,,283.60499999999996,,,,,
1057,1,1.0,4.0,,,,1484.7503571428572,232.5767857142857,1213.9285714285713,,,
1058,1,1.0,1.0,,,,431.3464285714286,6657.720357142857,4239.060357142857,,,
1059,1,1.0,4.0,,,,819.1517857142857,1816.0475000000001,210.35714285714286,,,
1060,1,,,,,,633.7039285714285,,,,,
1061,1,,,,,,2279.7428571428572,,,,,
1062,1,1.0,,,,,7.6274999999999995,18634.06,,,,
1063,1,,,1.0,,1.0,291.1475,,,0.0,,4116.311428571428
1064,1,,1.0,,1.0,,23.856428571428573,,52133.854999999996,,0.0,
1065,1,,,1.0,,1.0,1450.2350000000001,,,0.0,,360.3546428571429
1066,2,,3.0,,,1.0,40.191071428571426,,0.0,,,3708.253928571429
1067,1,,,,,1.0,3813.8689285714286,,,,,4128.4
1068,1,,,,1.0,,3002.503928571429,,,,1020.8460714285713,
1069,1,,,,,,12137.77607142857,,,,,
1070,2,,,1.0,,,176.8125,,,0.0,,
1071,1,,,1.0,1.0,2.0,53.393214285714286,,,0.0,7.178571428571429,5414.101785714286
1072,2,2.0,,,,,2081.6007142857143,5343.591428571429,,,,
1073,1,,3.0,,1.0,,0.0,,3091.187142857143,,1.7146428571428571,
1074,1,,,,,,1218.1325,,,,,
1075,1,,,,,,1021.6946428571429,,,,,
1076,1,1.0,,,,,142.85714285714286,56803.30714285715,,,,
1077,2,1.0,3.0,,,,976.5239285714285,1955.6385714285714,0.0,,,
1078,1,,,,,,111.17321428571428,,,,,
1079,1,,,,,,4314.886428571429,,,,,
1080,1,,,,,,4019.534285714286,,,,,
1081,1,,,,,,5.3428571428571425,,,,,
1082,1,,,,,,2725.1139285714285,,,,,
1083,2,,1.0,,,,42.61892857142857,,759.1507142857143,,,
1084,1,,,,,,529.0857142857143,,,,,
1085,1,,,1.0,,1.0,0.5360714285714285,,,0.0,,1384.7114285714285
1086,1,,,,,,2455.7714285714287,,,,,
1087,1,1.0,18.0,,,,0.0,0.0,3687.2599999999998,,,
1088,1,,,,,,2118.5864285714283,,,,,
1089,1,,,,,,6987.590357142857,,,,,
1090,1,,,1.0,,,189.7825,,,0.0,,
1091,1,1.0,26.0,,,,7.107142857142857,0.008928571428571428,0.0,,,
1092,1,,,,,,0.13785714285714284,,,,,
1093,1,,,,,,12568.637142857144,,,,,
1094,1,,,,,,89.02250000000001,,,,,
1095,1,,11.0,,,,1180.3325,,6541.027499999999,,,
1096,1,,4.0,,,,341.01928571428573,,0.0,,,
1097,1,1.0,2.0,,,,914.7375000000001,3849.4746428571425,14285.714285714286,,,
1098,2,,2.0,1.0,1.0,1.0,143.16285714285715,,0.0,439.355,2382.9460714285715,10628.533571428572
1099,1,,,,,,87.9175,,,,,
1100,1,,,,,,11.178214285714287,,,,,
1101,1,1.0,2.0,,,,1.4385714285714286,5357.345357142857,12399.136785714287,,,
1102,2,,,,,,191.33214285714286,,,,,
1103,1,,,,1.0,1.0,31681.494642857142,,,,112.22821428571429,2304.64
1104,1,,,1.0,1.0,1.0,0.0,,,0.0,1.1785714285714286,120.67607142857142
1105,1,,,,,,7445.069285714286,,,,,
1106,1,,,,,,241.27821428571428,,,,,
1107,1,1.0,,1.0,,,100.98214285714286,2115.6203571428573,,0.0,,
1108,1,,,,,,3388.0417857142857,,,,,
1109,1,,,,,,1706.419642857143,,,,,
1110,1,,,1.0,,,24.37964285714286,,,54.335,,
1111,1,1.0,,,,,65.30785714285715,10105.829642857143,,,,
1112,1,2.0,,,,,42.066071428571426,28543.7175,,,,
1113,1,,,1.0,,,9.98,,,293.1821428571429,,
1114,1,,,1.0,,1.0,4102.243214285714,,,0.0,,5177.691785714285
1115,1,,,,,,4069.934285714286,,,,,
1116,1,1.0,,1.0,1.0,1.0,124.16535714285715,0.4810714285714286,,98.2817857142857,211.14642857142857,10166.985714285713
1117,1,,,1.0,1.0,2.0,393.88357142857143,,,2055.3253571428572,0.7142857142857143,11060.533928571429
1118,1,,3.0,1.0,,,420.8014285714286,,314723.165,0.0,,
1119,1,,7.0,1.0,,,3352.822142857143,,0.0,0.0,,
1120,1,,,,,,10688.807499999999,,,,,
1121,1,,,,,,52.526428571428575,,,,,
1122,1,,,,,,3747.3196428571428,,,,,
1123,1,,,1.0,,,147.51964285714286,,,0.0,,
1124,1,,,,,,4570.134642857143,,,,,
1125,1,,,,,,401.16249999999997,,,,,
1126,1,,,,,,1969.3992857142857,,,,,
1127,1,,,1.0,,,1646.4164285714287,,,0.0,,
1128,1,,,,,,379.34857142857146,,,,,
1129,1,,,,,,30969.845,,,,,
1130,1,,,1.0,,,0.44821428571428573,,,1776.0653571428572,,
1131,1,,,1.0,,,231.26857142857145,,,0.0,,
1132,1,,4.0,1.0,,,0.0,,18725.75357142857,0.0,,
1133,1,1.0,1.0,1.0,,,1.7610714285714286,35.81214285714286,36102.208928571425,0.0,,
1134,1,,,1.0,,1.0,2534.9835714285714,,,0.0,,4249.217857142858
1135,1,1.0,2.0,1.0,,,2253.8857142857146,405.61428571428576,0.0,166.20714285714286,,
1136,1,,,,,,12741.82142857143,,,,,
1137,1,,,,,,232.55892857142857,,,,,
1138,1,,,1.0,,,422.61428571428576,,,0.0,,
1139,1,,,,,,0.0,,,,,
1140,1,,,,,,2538.9314285714286,,,,,
1141,1,,,,,,2262.1789285714285,,,,,
1142,1,3.0,1.0,,,,5239.471071428571,255.23892857142854,113.21678571428572,,,
1143,1,,,,,,4577.445000000001,,,,,
1144,1,1.0,2.0,1.0,,,1329.5982142857142,0.0071428571428571435,6071.720714285714,0.0,,
1145,1,,,,,,324.71,,,,,
1146,1,,,1.0,,,286.70750000000004,,,0.0,,
1147,1,,,,,,27.195357142857144,,,,,
1148,1,1.0,,,1.0,,83.90107142857143,569.4092857142857,,,808.1078571428571,
1149,1,,,1.0,,,0.0,,,62.7025,,
1150,1,,,1.0,,,6.476071428571429,,,0.0,,
1151,1,,,1.0,,1.0,35454.3,,,12.34,,1651.2996428571428
1152,1,,,,,,727.3235714285714,,,,,
1153,1,,1.0,,,,180.53178571428572,,17.728571428571428,,,
1154,1,,,,,,10.644642857142857,,,,,
1155,1,,,,,,31.785714285714285,,,,,
1156,1,,,,,,47.19214285714286,,,,,
1157,1,1.0,,1.0,1.0,,8214.664999999999,86661.13821428572,,0.0,1.4285714285714286,
1158,1,1.0,,1.0,,,7.142857142857143,3684.8639285714285,,0.0,,
1159,1,1.0,,,,,467.1382142857143,21.534285714285716,,,,
1160,1,,,1.0,,1.0,2723.980357142857,,,0.0,,4239.8775000000005
1161,1,1.0,,,,,602.1117857142857,5384.086428571429,,,,
1162,1,,,,,,71.60178571428571,,,,,
1163,1,,,,,,4143.043571428571,,,,,
1164,1,,,,,,2.9089285714285715,,,,,
1165,1,,,,,,19180.76607142857,,,,,
1166,1,,,,,,1780.152857142857,,,,,
1167,1,1.0,,1.0,,,213.06857142857143,3877.464285714286,,0.0,,
1168,1,1.0,,1.0,1.0,,5308.6449999999995,23934.508214285714,,0.0,0.0,
1169,1,,,,,,1824.0400000000002,,,,,
1170,1,1.0,,,,,1845.1207142857143,45528.44178571429,,,,
1171,1,,,,,,5.6325,,,,,
1172,1,1.0,1.0,,,,2175.2410714285716,81.87964285714285,20497.158928571425,,,
1173,1,,,,,,2501.676071428571,,,,,
1174,1,,,,,,1.522142857142857,,,,,
1175,1,,,,,,25428.11142857143,,,,,
1176,1,,,,,,9325.020357142857,,,,,
1177,1,,,,,,5320.353214285715,,,,,
1178,1,1.0,,,,,38.045,40400.51642857143,,,,
1179,1,,,1.0,,1.0,0.00035714285714285714,,,0.0,,2190.5910714285715
1180,1,,,,1.0,1.0,18364.818571428572,,,,119.84285714285714,1361.0182142857143
1181,1,,8.0,,,,1329.4950000000001,,0.0,,,
1182,1,,,1.0,1.0,,3044.5989285714286,,,0.0,512.8,
1183,1,1.0,5.0,,,,623.4685714285714,84.35642857142857,208.59678571428572,,,
1184,1,,1.0,1.0,,,2282.5242857142857,,0.0,793.6710714285715,,
1185,2,,,,,,0.0,,,,,
1186,1,,,,,,3307.4125,,,,,
1187,1,,,,,,10.77,,,,,
1188,1,1.0,1.0,1.0,,,28.838214285714287,2236.0314285714285,39221.835,0.0,,
1189,1,1.0,,,,,48.986785714285716,8421.004642857142,,,,
1190,1,,,,,,53.385714285714286,,,,,
1191,1,1.0,,,1.0,,907.0853571428571,638.6628571428572,,,283.8092857142857,
1192,1,1.0,7.0,,,,2789.3424999999997,10566.784285714286,11171.42857142857,,,
1193,2,,,1.0,,,4180.6975,,,0.0,,
1194,1,,,,,,4.670357142857143,,,,,
1195,1,,,1.0,,,120.15178571428571,,,0.0,,
1196,1,,,,,,3405.2428571428572,,,,,
1197,1,,,,,,320.05,,,,,
1198,1,,,,,,3378.41,,,,,
1199,1,,,,,,0.0,,,,,
1200,1,1.0,2.0,1.0,1.0,,2137.8975,6841.314642857143,71428.57142857143,0.0,2.357142857142857,
1201,2,,,1.0,,,115.46428571428571,,,0.0,,
1202,3,,,,,,1500.8082142857143,,,,,
1203,1,,,,,,35.145357142857144,,,,,
1204,1,,,,,,147.31785714285712,,,,,
1205,1,,,1.0,,,628.3125,,,176.88535714285715,,
1206,1,,,,,,79.51178571428571,,,,,
1207,1,1.0,2.0,,1.0,,1347.8132142857141,5193.253214285714,1445.1378571428572,,318.5078571428571,
1208,1,,,,,,664.5782142857142,,,,,
1209,1,,,,,,588.7410714285714,,,,,
1210,1,1.0,,,,,2639.026785714286,67.13142857142857,,,,
1211,1,,,1.0,1.0,,251.02714285714288,,,0.0,2.357142857142857,
1212,1,,,1.0,,,8.087142857142856,,,0.0,,
1213,1,,,1.0,,,1615.3417857142856,,,0.0,,
1214,2,,2.0,,,,2102.1614285714286,,9584.659642857141,,,
1215,1,,,,,,3079.511428571429,,,,,
1216,1,,,,,1.0,166.9182142857143,,,,,4202.201428571429
1217,1,,,,,,6752.244642857143,,,,,
1218,1,1.0,,,,,54.82392857142857,1584.6432142857143,,,,
1219,1,,,,,,5164.206428571429,,,,,
1220,1,1.0,,1.0,1.0,,1242.6432142857143,26851.724642857145,,493.2075,1.4285714285714286,
1221,1,,,1.0,,,2577.3292857142856,,,0.0,,
1222,1,,,,,,21770.8125,,,,,
1223,1,,,,,,143.31678571428571,,,,,
1224,1,,,,,,116.33142857142857,,,,,
1225,1,,,,,,3749.1349999999998,,,,,
1226,1,,4.0,1.0,1.0,,35.714285714285715,,15589.226785714285,0.0,1.1785714285714286,
1227,1,2.0,,,,,106.74321428571429,35945.74357142857,,,,
1228,1,,,,,,1018.8925,,,,,
1229,1,,,,,,324.0157142857143,,,,,
1230,1,,1.0,1.0,1.0,,3.1092857142857144,,9198.638214285715,0.0,382.2635714285714,
1231,1,,,,,,819.8539285714286,,,,,
1232,1,,,,,,18.089285714285715,,,,,
1233,1,,,,,,199.51107142857146,,,,,
1234,1,,,,,,0.019285714285714288,,,,,
1235,1,1.0,6.0,,,,27.67214285714286,5936.270714285713,10492.55392857143,,,
1236,1,1.0,,,,,2278.614642857143,0.0,,,,
1237,1,1.0,,,,1.0,1028.4814285714285,728.4482142857142,,,,10059.695714285714
1238,1,,,,,,602.6167857142857,,,,,
1239,1,,,,,,1421.060714285714,,,,,
1240,1,,,1.0,,2.0,5.8428571428571425,,,0.0,,194.80392857142857
1241,1,,,1.0,,,22939.27,,,0.0,,
1242,1,,2.0,1.0,,,281.6489285714286,,12436.572142857143,28.294642857142858,,
1243,2,,3.0,,,,1.2914285714285714,,8745.785714285714,,,
1244,1,,,,,,2392.7146428571427,,,,,
1245,1,,,,,,538.6903571428571,,,,,
1246,1,,,,,,12519.4,,,,,
1247,1,1.0,,1.0,,,790.3917857142858,0.009642857142857144,,0.0,,
1248,2,,1.0,,,,12.71642857142857,,10422.849642857142,,,
1249,1,,,,,,7292.547857142857,,,,,
1250,1,,,1.0,,,825.8328571428572,,,0.0,,
1251,1,,,1.0,,,809.2982142857143,,,0.0,,
1252,1,2.0,2.0,,,,95.57821428571428,12681.210714285715,0.0,,,
1253,1,,,1.0,,,1181.3639285714287,,,0.0,,
1254,1,,,,,,740.4503571428571,,,,,
1255,1,,,,,,7410.411071428572,,,,,
1256,1,,,1.0,1.0,,237.14857142857142,,,0.0,426.4360714285714,
1257,1,,,,,,1693.3775,,,,,
1258,1,1.0,7.0,1.0,,,147.04892857142858,357.92214285714283,0.0,0.0,,
1259,2,,,,,1.0,0.0,,,,,2933.3135714285713
1260,1,2.0,,,,,2811.382857142857,3586.7117857142853,,,,
1261,1,,,1.0,,,958.0035714285714,,,336.21,,
1262,1,1.0,1.0,,,,5.727857142857142,35256.977857142854,1350.0739285714285,,,
1263,1,,,1.0,1.0,1.0,0.0,,,1211.6210714285714,2.357142857142857,4233.136071428571
1264,1,,,,,,12992.510714285714,,,,,
1265,1,,,,,,2941.9939285714286,,,,,
1266,1,,1.0,1.0,,,2094.6692857142857,,7743.577142857143,0.0,,
1267,1,1.0,,1.0,,1.0,1753.0407142857143,1959.8710714285714,,461.3339285714286,,4312.384642857143
1268,1,,,,,,491.3907142857143,,,,,
1269,1,,,,,,514.0550000000001,,,,,
1270,1,,,,,,3.658214285714286,,,,,
1271,2,1.0,1.0,1.0,,,4492.061785714285,1990.5028571428572,0.0,0.0,,
1272,1,,1.0,,,,5786.205714285715,,5861.208928571429,,,
1273,1,,,,,,165.95000000000002,,,,,
1274,1,,6.0,,,,15.485,,0.0,,,
1275,1,,,,,,39.791785714285716,,,,,
1276,1,,,,,2.0,13915.925357142856,,,,,1764.5892857142858
1277,1,1.0,5.0,,1.0,,7.361071428571429,3230.0964285714285,0.0,,1.4285714285714286,
1278,1,1.0,,1.0,,,3964.0125000000003,87992.25607142856,,0.0,,
1279,1,,,,,,3812.3167857142857,,,,,
1280,1,,,,,,25191.649999999998,,,,,
1281,1,,,,,,7241.1389285714295,,,,,
1282,1,,3.0,,1.0,,12164.779285714287,,1909.8492857142858,,-4.464285714285714,
1283,1,,,,,,616.2014285714286,,,,,
1284,1,,,,,,17.917142857142856,,,,,
1285,1,,,,,,84.30357142857143,,,,,
1286,1,,3.0,,,,5612.3525,,3567.8396428571427,,,
1287,1,,,1.0,1.0,,2962.5217857142857,,,0.0,315.01214285714286,
1288,1,1.0,,1.0,1.0,,275.50178571428575,539.5925,,0.0,9.5,
1289,1,3.0,4.0,,,,1904.9267857142856,7925.148928571429,0.0,,,
1290,1,,,1.0,,,17862.919285714284,,,335.5207142857143,,
1291,1,1.0,3.0,1.0,,,1728.6575,5836.790714285715,36624.948214285716,0.0,,
1292,1,,,,,,244.81642857142856,,,,,
1293,1,1.0,,1.0,,,465.5467857142857,257.125,,0.0,,
1294,1,,,1.0,,,980.1721428571428,,,0.0,,
1295,1,,,1.0,1.0,1.0,1651.142857142857,,,901.6160714285714,216.99714285714285,301.5546428571429
1296,1,,,,,1.0,82.895,,,,,3237.48
1297,1,,,,,,14.646071428571428,,,,,
1298,3,,,,,1.0,40.69714285714286,,,,,639.8746428571429
1299,1,,,,,,1725.3710714285714,,,,,
1300,1,,,1.0,,,0.0,,,0.0,,
1301,1,,,1.0,,,603.4128571428572,,,93.60357142857143,,
1302,1,1.0,,,,,35.83464285714286,1888.0625,,,,
1303,1,,,,,,24326.445,,,,,
1304,1,,,1.0,,,4963.121071428572,,,0.0,,
1305,1,,,1.0,,,73.56642857142857,,,0.0,,
1306,1,,,,,,253.21214285714285,,,,,
1307,1,,,1.0,,,0.012857142857142857,,,0.0,,
1308,1,,,,,,12.612857142857143,,,,,
1309,1,,,,,,0.040357142857142855,,,,,
1310,1,,,,,,4018.2067857142856,,,,,
1311,1,,,,,,155.63464285714286,,,,,
1312,3,,,,,,11295.457142857142,,,,,
1313,1,,,,,,1041.444642857143,,,,,
1314,1,,,1.0,,,3404.655357142857,,,0.0,,
1315,1,,,1.0,1.0,1.0,2926.4828571428575,,,289.63357142857143,0.7142857142857143,2475.792857142857
1316,1,1.0,,1.0,1.0,,2145.81,5861.004642857143,,0.0,43.32142857142857,
1317,1,,,,,,435.1732142857143,,,,,
1318,1,,,,,,3547.1307142857145,,,,,
1319,1,,,,,,232.79535714285717,,,,,
1320,1,,,1.0,,,395.2632142857143,,,573.0067857142857,,
1321,1,,,,,,25.195357142857144,,,,,
1322,1,,2.0,1.0,,,454.69607142857143,,0.0,93.72678571428571,,
1323,1,,,,,,325.3625,,,,,
1324,1,1.0,2.0,,,,16287.627857142857,0.0,11404.145357142857,,,
1325,1,1.0,,,,,14561.740357142857,9648.365714285714,,,,
1326,1,,,,,,2174.4875,,,,,
1327,1,,,,,,7733.049285714286,,,,,
1328,1,,7.0,,,,505.8885714285714,,0.0,,,
1329,1,,45.0,,,,715.9089285714286,,90062.94607142858,,,
1330,1,1.0,,,,,5264.3267857142855,118932.76392857144,,,,
1331,1,,,,,,1091.6975,,,,,
1332,1,,,1.0,,,0.0,,,516.2825,,
1333,1,,,,,1.0,15106.0975,,,,,1113.3182142857142
1334,1,1.0,,,1.0,,11.183571428571428,204.42071428571427,,,1.8928571428571428,
1335,1,,,1.0,,,91.28321428571428,,,0.0,,
1336,1,,,,,,1315.715,,,,,
1337,1,1.0,6.0,,,,0.0,3930.255,3644.262142857143,,,
1338,1,,,,,,150.81964285714284,,,,,
1339,1,,,,,,8518.8575,,,,,
1340,1,,,,,,50.72035714285715,,,,,
1341,1,,,,,,5413.299285714286,,,,,
1342,1,,,1.0,,,14998.111071428571,,,0.0,,
1343,1,,,1.0,,1.0,77.94142857142857,,,0.0,,3681.46
1344,1,,,1.0,,,33954.502857142856,,,0.0,,
1345,1,2.0,,,1.0,1.0,490.44,73.46249999999999,,,158.64285714285714,4250.1167857142855
1346,2,,,,,,651.4214285714286,,,,,
1347,1,,,1.0,,,11238.1775,,,118.44964285714286,,
1348,1,1.0,3.0,,,,5316.222857142857,3786.695,308.88214285714287,,,
1349,1,,,1.0,,,172.2239285714286,,,0.0,,
1350,1,,,,,,4.249642857142857,,,,,
1351,1,1.0,5.0,,,,45.98107142857143,7402.633928571428,932.4157142857142,,,
1352,1,,,,,,2228.3939285714287,,,,,
1353,1,,,,1.0,,1257.3753571428572,,,,30.06607142857143,
1354,1,,,,,,21425.31142857143,,,,,
1355,1,,,,,,0.5932142857142857,,,,,
1356,1,,,,,,235.32107142857143,,,,,
1357,1,,,,,,2.4282142857142857,,,,,
1358,1,1.0,,,,,8.240357142857142,5352.294285714285,,,,
1359,1,1.0,,,,,6202.357857142857,1269.0867857142857,,,,
1360,1,,,,1.0,,649.8921428571429,,,,38.785714285714285,
1361,1,,,,,,2869.156071428571,,,,,
1362,1,1.0,,,1.0,,21933.971428571425,42857.729999999996,,,352.37392857142856,
1363,1,,,,,,6533.868571428572,,,,,
1364,1,1.0,,1.0,,,0.0,4846.536428571429,,260.86357142857145,,
1365,1,1.0,,,,,5130.735357142857,3772.054285714286,,,,
1366,1,,,1.0,,,47.161071428571425,,,0.0,,
1367,1,1.0,,,,,0.0,39664.086071428566,,,,
1368,1,,,,,,49585.301785714284,,,,,
1369,1,,,1.0,1.0,,19.86285714285714,,,0.0,611.7210714285713,
1370,1,,,,1.0,,340.855,,,,712.2960714285715,
1371,1,,,,,,758.8221428571429,,,,,
1372,1,1.0,,,,,224.75821428571427,549.0392857142857,,,,
1373,1,,,,,,1162.360357142857,,,,,
1374,1,,,1.0,,,0.83,,,0.0,,
1375,1,,,,,,47.82821428571429,,,,,
1376,1,,,,,1.0,123.98214285714286,,,,,2953.8125
1377,3,,,,,,289.5892857142857,,,,,
1378,1,,,1.0,,,247.32142857142858,,,1019.0024999999999,,
1379,1,,,,,,364.61642857142857,,,,,
1380,1,,,,,,3572.4500000000003,,,,,
1381,1,,,,,,144.87142857142857,,,,,
1382,1,,,1.0,,,428.81964285714287,,,0.0,,
1383,1,1.0,6.0,,,,199.82107142857143,2582.3292857142856,0.0,,,
1384,1,1.0,,1.0,1.0,,8270.066428571428,237.14892857142857,,713.1942857142857,479.3607142857143,
1385,1,1.0,,1.0,,,222.86178571428573,9141.175,,680.8517857142857,,
1386,1,1.0,,,,,74.68214285714285,27918.04535714286,,,,
1387,1,,,1.0,,1.0,853.342857142857,,,0.0,,11462.720357142856
1388,1,1.0,,1.0,,,463.3807142857143,5370.509285714286,,0.0,,
1389,1,,,,,,10944.83607142857,,,,,
1390,1,,,,,,13.5425,,,,,
1391,1,,,,,,2221.302857142857,,,,,
1392,1,1.0,3.0,,,,10.714285714285714,1726.8857142857144,0.0,,,
1393,1,,,,,,142.86285714285714,,,,,
1394,1,,,,,,37.470000000000006,,,,,
1395,1,,,,,,926.2092857142858,,,,,
1396,1,1.0,3.0,1.0,,,4.704642857142857,26270.410357142857,9335.085714285715,0.0,,
